opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
73829,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, I know understand the question.,3.0,3.0,3.0,0.0,3.0,75.0,73829_t1_q14
25077,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing I'm happy is I can't hurt some prayer-age party with my friends for a while, because I have some time to drink, talking about life and talking about our dream and having a nice time  all over the night. And thanks to my friends. That's all.",2.0,2.0,2.0,3.0,2.0,75.0,25077_t1_q10
107989,t1_q12,Tell me the plot of one of your favorite films or books., My favorite film is the Lio King,0.0,0.0,3.0,0.0,0.0,75.0,107989_t1_q12
74680,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, I don't know but I think the same age is very nice.,0.0,0.0,2.0,2.0,0.0,50.0,74680_t1_q14
71373,t1_q12,Tell me the plot of one of your favorite films or books., I couldn't catch you are English,0.0,0.0,4.0,2.0,0.0,50.0,71373_t1_q12
91451,t1_q11,What are the biggest challenges for you in your area of work or study?, I am Telaji for your work. My work is...  My job I need to study.,2.0,2.0,4.0,2.0,2.0,75.0,91451_t1_q11
71874,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think people spend too much time by more while home is dangerous. For example, people that have who has the habit and wake up late every day and eat coffee.  So this insomnia, so this mobile life is lost.",3.0,3.0,4.0,2.0,3.0,50.0,71874_t1_q8
69483,t1_q3,Tell me about your hobbies.," My habit, where I bought, applied tennis and other habits.",0.0,0.0,0.0,1.0,0.0,75.0,69483_t1_q3
84076,t1_q6,What did you do on your last holiday?, I went to the park with my sound.,0.0,0.0,2.0,2.0,0.0,50.0,84076_t1_q6
69785,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think the people spend your time in fun. It depends on the situation. Because this situation is very important.  This is correct, but if not what's important, I don't agree about this.",3.0,3.0,0.0,2.0,3.0,50.0,69785_t1_q8
22999,t1_q5,What type of food do you like and dislike?, I like the fish and the chicken and the pork and I don't like the bread and the sun noodles,0.0,0.0,3.0,1.0,0.0,50.0,22999_t1_q5
75203,t1_q6,What did you do on your last holiday?," Long pilot is one of two is they working, Sibley working December is 25, the Christmas",3.0,3.0,0.0,2.0,3.0,50.0,75203_t1_q6
105364,t1_q8,Do you think people spend too much time on their mobile phones? Why?, you,2.0,2.0,0.0,1.0,2.0,50.0,105364_t1_q8
105396,t1_q12,Tell me the plot of one of your favorite films or books.," The favorite, the book. And I had a very very interesting and  18-solve.",3.0,3.0,0.0,2.0,3.0,50.0,105396_t1_q12
22324,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," No, I understand. Sorry.",0.0,3.0,3.0,3.0,3.0,75.0,22324_t1_q13
23184,t1_q11,What are the biggest challenges for you in your area of work or study?," I have no challenge in recent years. Maybe the most challenge in my life for 24 years, maybe it should be my exam in the eight things.  20 years I have no any challenges. Everything develops very well.",2.0,2.0,3.0,2.0,2.0,75.0,23184_t1_q11
75136,t1_q4,Tell me something about your family.," In my last holiday, I went to the beach with my boyfriend. We made a snorkel and swam in the pretty ocean of the Caribbean.",3.0,3.0,4.0,1.0,3.0,50.0,75136_t1_q4
74076,t1_q6,What did you do on your last holiday?, On my last holiday I stayed at home because I really enjoyed watching movies and I could watch two movies on one of them was a scary movie and another was comedy.,2.0,2.0,4.0,1.0,2.0,50.0,74076_t1_q6
70397,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," So future technology is automatically driving technology. So it's good for the traffic condition and so on. But if so, automatic driving is a driving skill for  human is a very decreased.",0.0,0.0,2.0,2.0,0.0,50.0,70397_t1_q13
71581,t1_q9,Tell me about an important decision you had to make.," I have a lot of experience concerning with that. Just now I'm planning to learn the MBA courses. This is because I have a good opportunity in the company but somehow I would like to get more knowledge either so I would like to learn the course MBA. It's very important for me. In the other hand,  to circle by my job but just now it's still okay I can keep going forward my landing my",2.0,2.0,4.0,3.0,2.0,50.0,71581_t1_q9
74905,t1_q6,What did you do on your last holiday?," And then last holiday, I went with my family and I think to go to Switzerland. When we did the land, and I went with the back forest in Germany, it's a great trip. That is a lot of kilometres. That's the passion",2.0,2.0,0.0,3.0,2.0,50.0,74905_t1_q6
74574,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Technology with computers is really a big revolution for us. We say if time I want to know something. It's really a nice evolution. Yes, for my job, computer help helps a lot. Negatively, I don't know maybe, but my phone is too much. We are always looking at it.  I remember my friend is really too late for a young people to be computer. It's really really good to save the time during our day.",3.0,3.0,3.0,0.0,3.0,75.0,74574_t1_q13
71858,t1_q5,What type of food do you like and dislike?, I like the seafood and salad and I hate the fat food and ama girls. Something I want to eat chicken.,0.0,0.0,0.0,3.0,0.0,75.0,71858_t1_q5
69456,t1_q2,When is your birthday?, My better is the first or generally.,0.0,0.0,3.0,1.0,0.0,50.0,69456_t1_q2
25319,t1_q6,What did you do on your last holiday?," In my last holiday, maybe this summer, last summer, yes, I went to climb mountains with my mother in Anhui province. We climbed Hwangshan in this summer holiday. It's very interesting and unforgettable experience for me and my mother. We all like this trip.",0.0,0.0,0.0,3.0,0.0,75.0,25319_t1_q6
72076,t1_q12,Tell me the plot of one of your favorite films or books.," I read, I'm trying to read, it's not, it's not the right that I read. The autobiography of Richard Branson, and it was, it was extremely inspiring because, you know, of course, it's not the biography, so the plot here is here for life from when he was a child, a child, and from his childhood to  So he is now from his lab that he is an important leader and I was fascinated by his way to communicate and he is great to grow people to his side.",1.0,1.0,0.0,1.0,1.0,75.0,72076_t1_q12
70301,t1_q12,Tell me the plot of one of your favorite films or books.," Okay, my favorite film, the 007 and the...  The same as action. The dark cities. I like the break.",2.0,2.0,2.0,3.0,2.0,75.0,70301_t1_q12
23147,t1_q2,When is your birthday?, My birthday is 9 June in 1998 1995,3.0,3.0,0.0,1.0,3.0,50.0,23147_t1_q2
72790,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Technology impacted, I think, all the time. And I think the most of these times are positive. We have to be careful about that. I think how many hours you spend on your cell phone or on your computer. But I think we need to  to understand more about technology, to plan how to use it at the best way and to avoid",0.0,0.0,2.0,2.0,0.0,50.0,72790_t1_q13
22321,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I think the different generation have different thinking. The older generation, like the traditional and the younger's demand, like the innovation and something fresh things. The younger, like to like mobile, mobile phone.  and auto generation may be making to stay home.",3.0,3.0,0.0,3.0,3.0,75.0,22321_t1_q14
21923,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing made me happy is that the relationship between my colleagues in our daily life, in our daily walking, there were some followers between the colleagues.  you will be angry for some things. So I think this is the last thing.",2.0,2.0,0.0,2.0,2.0,75.0,21923_t1_q10
76929,t1_q10,What was the last thing that made you feel happy or sad? Why?," I felt happy when I did the travel on WBCC, many beautiful things. I knew many person, very funny and sympathetic. And also I felt very sad.  on one day because I was sick and I cannot go out",3.0,3.0,2.0,3.0,3.0,75.0,76929_t1_q10
76631,t1_q10,What was the last thing that made you feel happy or sad? Why?, I was happy with my family in the birthday of my son because she was 15 years and we traveled with the family and we shared a lot of happy moments and we found and we enjoyed  three weeks together and we share a lot of experience.,0.0,0.0,4.0,3.0,0.0,50.0,76631_t1_q10
70376,t1_q6,What did you do on your last holiday?, Last I would travel to Yokama and Yokama is very famous table-link sport. So I like working Yokama and table-link sport. So very interesting in Yokama.,2.0,2.0,3.0,3.0,2.0,50.0,70376_t1_q6
71731,t1_q10,What was the last thing that made you feel happy or sad? Why?, Yesterday we spent a whole day outside with my family and children. I was happy because there was a big slide and they had so much fun there. Always when my children  laughing and having fun also I have fun and to be together with my family makes me happy,0.0,0.0,2.0,2.0,0.0,50.0,71731_t1_q10
70155,t1_q3,Tell me about your hobbies.," I like to go swimming. I like to spend time in the mountains. In summer, I go hiking and inventor, I go skiing. And this is very lovely. We have a mini snow at the moment. And this snow is",2.0,2.0,2.0,0.0,2.0,75.0,70155_t1_q3
22388,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenges in my work is the last year. I have no time seeing, but  My corgis leaves from my walk, from my walker-ha.",2.0,2.0,3.0,0.0,2.0,50.0,22388_t1_q11
73720,t1_q11,What are the biggest challenges for you in your area of work or study?," Or the more biggest challenge in my area is investigations of fraud, investigations of medicals or hospitals,  they are make bad practice. I think I like my job because for this.",2.0,3.0,3.0,3.0,3.0,75.0,73720_t1_q11
22941,t1_q5,What type of food do you like and dislike?," I like my smartphone. I like it because I could use it to play my favorite game. But I dislike the old type. You know, it cannot be used to play the phone like now. I can only use the old phone to talk or send the picture with my friends.",2.0,2.0,4.0,1.0,2.0,50.0,22941_t1_q5
70318,t1_q9,Tell me about an important decision you had to make., My my this show is My this show is taking English class I want to  improve my English skill. I'll go to 14.,3.0,3.0,2.0,2.0,2.0,50.0,70318_t1_q9
77056,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me feel so happy was when I traveled to Santiago, Chile, because there I met a lot of different places and I did a lot in geo-level things. For example, I went with a friend  And we did a lot of things together. We went to the beach, we went to a party.",2.0,2.0,2.0,2.0,2.0,100.0,77056_t1_q10
73028,t1_q4,Tell me something about your family.," And about my family, I married with Colonel Armoules. I married in the last August 18th.",0.0,0.0,0.0,3.0,0.0,75.0,73028_t1_q4
72349,t1_q7,Tell me about a person you know well.," I'm going to tell you about my parents. My parents, I know these persons well. I love my parents and my children too.",2.0,2.0,3.0,2.0,2.0,75.0,72349_t1_q7
69879,t1_q2,When is your birthday?, My birthday is 30 July 30 1978,2.0,2.0,2.0,3.0,2.0,75.0,69879_t1_q2
75876,t1_q6,What did you do on your last holiday?," Well, in the last holiday, I will make a dinner for my family. And we spent the day, joined with our cousins and uncles and my son in the house. We do nothing special the last holiday. For this, I want to travel for this next holiday.",2.0,2.0,2.0,2.0,2.0,100.0,75876_t1_q6
74438,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think that people spend so much time at the mobile. Because there's social and applications like Facebook, Instagram, and the most of the time we enter at the phone, washing all the applications. Maybe it's so bad because right now we  who can spend time with the person that we love you and cause",0.0,0.0,3.0,1.0,0.0,50.0,74438_t1_q8
70023,t1_q5,What type of food do you like and dislike?," I love sushi and I like yakiniku and the sturdy and I love udon. It's very nice, famous Japanese food.",0.0,3.0,0.0,0.0,0.0,75.0,70023_t1_q5
21726,t1_q10,What was the last thing that made you feel happy or sad? Why?," Recently, one thing makes me happy is my son got some options and awards in the artist and the Lego competition  very happy. But to decide the same as for the husband to go",2.0,2.0,0.0,2.0,2.0,75.0,21726_t1_q10
69933,t1_q5,What type of food do you like and dislike?, I like almost food. I like basses. My best food is steaks. I like Chinese noodles. I like this rack.,2.0,2.0,2.0,3.0,2.0,75.0,69933_t1_q5
21849,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think people build too much time on the mobile phone because during the family party and the meeting and on the bars on the subway, so many people look at their own mobile phone to look at  catchers, a PPE to go catch a new set of games and some other IPPs.",0.0,0.0,3.0,2.0,0.0,50.0,21849_t1_q8
75279,t1_q7,Tell me about a person you know well.," And the well, a person, is a good friend of me. His name is Anton. I can speak with Anton about my problems. He's a very good friend of me. I can talk with him about all in my life. That's good for me.",0.0,0.0,2.0,2.0,0.0,50.0,75279_t1_q7
75453,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," and positively internet the new era about the technology for me and facilities about the studies for example if I want to know about exchange books and I go to the Google I found the information  and Google share for me this book for example. And negative maybe the people not go to the theater, not on a library, the person prefer this option.",2.0,3.0,2.0,2.0,2.0,75.0,75453_t1_q13
75252,t1_q3,Tell me about your hobbies.," Oh man, I love reading, traveling and staying with my family now. Actually we have a little pet. I love walking with kids.",2.0,3.0,2.0,2.0,2.0,75.0,75252_t1_q3
23208,t1_q13,"In what ways has technology impacted your life, both positively and negatively?", I have no idea about that. Sorry. I have no idea about that.  the,0.0,3.0,3.0,3.0,3.0,75.0,23208_t1_q13
77176,t1_q11,What are the biggest challenges for you in your area of work or study?," I think at work, it was a big challenge because before when I started my graduate management, I didn't like offer counting. And then when I started my new job,  I had to study accounting so I think it was my biggest challenge in the at my work maybe study too",1.0,3.0,3.0,3.0,3.0,75.0,77176_t1_q11
71012,t1_q4,Tell me something about your family.," My family is small, my mother's name is Hilma, my father is pathway from the article, I have two one-eighth brothers, one is the Lexus, another is Brienne.",0.0,0.0,0.0,2.0,0.0,75.0,71012_t1_q4
72319,t1_q2,When is your birthday?, My birthday in June.,0.0,0.0,0.0,1.0,0.0,75.0,72319_t1_q2
69594,t1_q3,Tell me about your hobbies., I don't have hobbies. I'm like very much clean the house and watch TV. I like to walk my dog.,2.0,2.0,4.0,3.0,2.0,50.0,69594_t1_q3
75835,t1_q3,Tell me about your hobbies.," My hub is reading a book and playing tennis and football and I like in my free time to watch TV, watch movies. That's it.",2.0,0.0,0.0,0.0,0.0,75.0,75835_t1_q3
72503,t1_q12,Tell me the plot of one of your favorite films or books., What are my favorite films or is in Captain America?  he looks well and he seems like very strong and yeah in general it was like very good guess me,2.0,2.0,2.0,2.0,2.0,100.0,72503_t1_q12
22837,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yeah, I think it is like myself when I stay in my hallway, I just stay in the room and focus on mobile phone like searching the new information on the internet and also communicate with through the phone instead go out with things like shopping or it's a hard part  It's really not great for that thing.",0.0,0.0,3.0,3.0,0.0,50.0,22837_t1_q8
69594,t1_q9,Tell me about an important decision you had to make., The important decision I make Definitely was And I married and now I just said Be mother and I have I want to have a baby  It's for me my very very important message. I made it.,2.0,2.0,2.0,0.0,2.0,75.0,69594_t1_q9
25208,t1_q7,Tell me about a person you know well., and gentle and easy communicate.,2.0,2.0,0.0,3.0,2.0,50.0,25208_t1_q7
24826,t1_q5,What type of food do you like and dislike?, I like pizza noodles and food like this kind and something I dislike maybe the seafood because I would be sick when after I ate the seafood so I don't eat them.,2.0,2.0,0.0,3.0,2.0,50.0,24826_t1_q5
22958,t1_q10,What was the last thing that made you feel happy or sad? Why?, The last thing makes me feel happy because normally in the daytime I'm very happy every day I think the happy have positive effect to the people so I always choose to be a happy person and I can also make any other around me also become happy,2.0,2.0,0.0,3.0,2.0,50.0,22958_t1_q10
71832,t1_q5,What type of food do you like and dislike?," I like Mexican food, especially typical food like taquitos but I dislike Chinese food.",0.0,2.0,2.0,2.0,2.0,75.0,71832_t1_q5
73008,t1_q5,What type of food do you like and dislike?," I like fish and I like also Amit, but Amit I prefer a very very very very cooked. And the fish I like a fish cooked in simple, in simple, in simple situation. And I like to drink red wine with meat and white red.",0.0,0.0,3.0,1.0,0.0,50.0,73008_t1_q5
22767,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I also like to use the mobile phone. I spend so much time at no mobile phone. I think the mobile phone is also is a strange. Can no sound so many the yes, we can use mobile the mobile I'm sorry the mobile phone to  and now the mobile phone and the computer is also the way to know the non-idgy.",0.0,0.0,2.0,3.0,0.0,50.0,22767_t1_q8
76333,t1_q2,When is your birthday?, My birthday is at 26th of March.,0.0,3.0,0.0,0.0,0.0,75.0,76333_t1_q2
73468,t1_q7,Tell me about a person you know well., The person I think I know world is my daughter. My daughter is a cut girl. She is a doctor and in this moment she is a study in the university for the specialist,2.0,3.0,3.0,3.0,3.0,75.0,73468_t1_q7
70155,t1_q10,What was the last thing that made you feel happy or sad? Why?, I was happy to travel with business travel and to fly to Portugal and this was very happy and I liked the person. I work a lot of times with the people from Portugal and this made me very happy to  to visit the colleagues and to stay in this country.,2.0,2.0,0.0,2.0,2.0,75.0,70155_t1_q10
21672,t1_q5,What type of food do you like and dislike?," I like Chinese Chinese food. I'm 40. I like noodle, dumpling and all kind of local food. And I don't like coffee and I don't like ice cream. And I also don't like the stick.",0.0,0.0,3.0,1.0,0.0,50.0,21672_t1_q5
22029,t1_q3,Tell me about your hobbies., My hobby is taking a basketball and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a football and a,3.0,3.0,2.0,0.0,3.0,50.0,22029_t1_q3
73484,t1_q10,What was the last thing that made you feel happy or sad? Why?," The biggest challenge that I have in this time is to grow up in the laboratory because we need to improve the administration about the whole, we are working and also in the administration of the people. So this is now my biggest challenge to improve all this area.  and to help best results in quality.",2.0,2.0,3.0,3.0,2.0,50.0,73484_t1_q10
23801,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing to make my side is that yesterday I broke up with my boyfriend because when I look at his mobile phone there is another girl to send a very split message to him. I think there is something between them and I think in the love relationship the most important thing is the loyalty. But I think my boyfriend doesn't have this ability and  will not trust him now, so that makes my mind. That makes me feel very sad.""",2.0,0.0,2.0,2.0,2.0,75.0,23801_t1_q10
21914,t1_q3,Tell me about your hobbies.," My hobby is bought. I like playing football, basketball, even table tennis. When I have free time, I always go out with my friends to have a football match. Actually, I'm an athlete player in our football team. I'm not professional, but I'm an enthusiasm.",2.0,2.0,0.0,1.0,2.0,50.0,21914_t1_q3
74018,t1_q10,What was the last thing that made you feel happy or sad? Why?, I bought a car and that made me very happy because I hadn't had any car in my life so I'm so excited now to have my own car Yesterday I went to  drive with my misline Y is very exciting for us.,3.0,3.0,0.0,3.0,3.0,75.0,74018_t1_q10
72953,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing was, makes me happy, was in the last theatre experience that my son did in the theatre. And it was very enjoyable experience for me.  make me a lot of happy and proud of him.",2.0,2.0,3.0,0.0,2.0,50.0,72953_t1_q10
76583,t1_q3,Tell me about your hobbies., I like to go to the gym and walking in the park and meeting with my friends.,2.0,2.0,0.0,3.0,2.0,50.0,76583_t1_q3
70434,t1_q11,What are the biggest challenges for you in your area of work or study?," My big challenge was... I changed my department. I applied for change, apply for another department to start new work. So it was very hard. It is very hard, but it is interesting.  interesting for me. So I think the choice is a big challenge for me. Now I do my best.",2.0,2.0,3.0,1.0,2.0,50.0,70434_t1_q11
77017,t1_q5,What type of food do you like and dislike?, I love pasta. I like it. Food with much spice.,3.0,3.0,2.0,2.0,2.0,50.0,77017_t1_q5
73111,t1_q5,What type of food do you like and dislike?, I like a lot of food.,3.0,0.0,3.0,3.0,3.0,75.0,73111_t1_q5
76801,t1_q12,Tell me the plot of one of your favorite films or books., My favorite feel is Titanic because the movie is about the history where two people made and starred the  relationship during the trip. This relationship continued around the times for,3.0,0.0,3.0,3.0,3.0,75.0,76801_t1_q12
71533,t1_q9,Tell me about an important decision you had to make., My important decision that I may win in standby member. My submarine it calls me to handle the trouble.  the trouble can be finished because we,2.0,2.0,0.0,3.0,2.0,50.0,71533_t1_q9
70016,t1_q5,What type of food do you like and dislike?, I have no food that I don't like.,2.0,2.0,2.0,1.0,2.0,75.0,70016_t1_q5
71161,t1_q10,What was the last thing that made you feel happy or sad? Why?," Well, I even feel happy when I see my son with copy. Kiss me. And I even feel sad when I cry because I remember my daddy, birthday my daddy, and he died.  20 years ago and we feel sorry.",0.0,0.0,2.0,3.0,0.0,50.0,71161_t1_q10
73544,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Just because the people, it's great variety. So the practice anything else, it's very important for the humans. So I respect this practice and I motivate the practice anything else.",2.0,2.0,2.0,4.0,2.0,75.0,73544_t1_q8
23593,t1_q4,Tell me something about your family.," In my family, my husband and my son, my husband is working on big companies and my son is 5 years old and long and she and her.",2.0,2.0,2.0,1.0,2.0,75.0,23593_t1_q4
72186,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me happy was when I watched a game, a hockey game from my younger daughter. And when I saw that she was really enjoying the sport, she was new in the group. She started to relate with their teammates.  join the sport and that made me happy.",2.0,0.0,2.0,2.0,2.0,75.0,72186_t1_q10
75260,t1_q11,What are the biggest challenges for you in your area of work or study?," Some years ago, precisely in 2015, I had the possibility to change my work from the IT area, where I did the IT engineer to the business area. For me, it's a good choice because I had the possibility to see other arguments and to connect  the business requirements to the AT project. For me, it's also a good possibility to increase up my entire possibility and to know other aspects.",0.0,0.0,3.0,3.0,0.0,50.0,75260_t1_q11
70869,t1_q5,What type of food do you like and dislike?," Alright, walking handy, or traveling.",2.0,2.0,2.0,1.0,2.0,75.0,70869_t1_q5
72503,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," And technology has impact in both ways. The first one which is the positive because we save a lot of time doing amoric tasks. Especially working. Because we have a computer, we have a lot of tasks that are very easy to use with some apps in the computer.  time. I have a negative effect, especially with the media, because I spent too much time on it. So I left my time there.",2.0,2.0,0.0,2.0,2.0,75.0,72503_t1_q13
22027,t1_q7,Tell me about a person you know well.," Okay, a person that I know where is my friend. She name is Haddon. She's a student whose daddy IT is like how to design the website and now she's a working company. She's my best friend and we almost met for seven years already.",3.0,0.0,3.0,3.0,3.0,75.0,22027_t1_q7
21745,t1_q4,Tell me something about your family., My husband and me,0.0,3.0,3.0,3.0,3.0,75.0,21745_t1_q4
70343,t1_q11,What are the biggest challenges for you in your area of work or study?," I'm studying English now, but it's very difficult to speak English well. I need to speak English in my company to have a  a meeting with foreign country. But I cannot speak well.",2.0,2.0,2.0,1.0,2.0,75.0,70343_t1_q11
72131,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," The difference is from, I think, it's from the experience during the school or learning or the generation ages. Generation is difference. Generation is, generation experience is difference from others. So, the gap is  also last for example 20 at the young people and my age is last potty, so there's many gaps in the work because the young people",3.0,2.0,3.0,3.0,3.0,75.0,72131_t1_q14
69793,t1_q12,Tell me the plot of one of your favorite films or books.," Well my favorite films is I have two favorite films that one is that you are three logies that one is Matrix and another one is a lot of the things Matrix I like it because it's totally different about all all film that we say without in this in this In this time in this pair has time basically some years ago and the history is is very very very good  basically you are in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex, in a complex",2.0,2.0,0.0,3.0,2.0,50.0,69793_t1_q12
77012,t1_q13,"In what ways has technology impacted your life, both positively and negatively?", I think that technology is positive things because I use it every day. I use different nowadays because I'm an Azure teacher at university. I do very often different instruction by using technology  And I think we have to develop more that our student can study more at home and we meet,2.0,3.0,3.0,3.0,3.0,75.0,77012_t1_q13
73618,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think that many people enjoy the smartphone because of something new, attractive many people and many people enjoy the SNS social network  or such as the on-pace booth or kakotok and so on.",0.0,2.0,2.0,2.0,2.0,75.0,73618_t1_q8
76213,t1_q7,Tell me about a person you know well., This is the many people well that I think my boss is very good guys. He cost me his type of drum model. He support others always have critical thinking.,0.0,3.0,3.0,3.0,3.0,75.0,76213_t1_q7
70753,t1_q12,Tell me the plot of one of your favorite films or books.," My favorite book is... The Omarayuku is Japanese books.  Shismaru Taiyo, this is very impact for me.",0.0,2.0,0.0,0.0,0.0,75.0,70753_t1_q12
73257,t1_q9,Tell me about an important decision you had to make., An important decision that I made was ten years ago when I decided to to move from my burn series because I was promoted to a new position and I decided to move. It's difficult to move from the city but it's a good promotion that we had. I was promoted to a new position  and like a manna you're in a big bakery. For their reason it's a good decision and difficult decision that I take.,2.0,3.0,2.0,2.0,2.0,75.0,73257_t1_q9
70901,t1_q10,What was the last thing that made you feel happy or sad? Why?, I am happy because I am living with my family. My family or her health.  you,2.0,2.0,3.0,2.0,2.0,75.0,70901_t1_q10
22857,t1_q3,Tell me about your hobbies.," well in my spirit and spare tent I like reading cooking, running and like such as my favorite my favorite writer is Long In Thai and the Sham",2.0,0.0,2.0,2.0,2.0,75.0,22857_t1_q3
73114,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think maybe it's necessary for your jobs or for new models for communication with your partners, with your family.  It's more easy for communication.",2.0,2.0,0.0,4.0,4.0,50.0,73114_t1_q8
71152,t1_q5,What type of food do you like and dislike?," I like Ramen and Panalized. Also, I like B1 Gourmet. I don't like Bstavir and Sip and Sarad, but I prefer to eat",3.0,3.0,3.0,1.0,3.0,75.0,71152_t1_q5
71903,t1_q6,What did you do on your last holiday?," My last holiday, I traveled to Malacca in Malaysia with my colleagues and with her partners. So we enjoy to see the Malacca history and then all things together. It was a really wonderful time. And yeah, so that Malacca is one of a very famous trading protests in 17th century.",3.0,2.0,2.0,2.0,2.0,75.0,71903_t1_q6
72131,t1_q10,What was the last thing that made you feel happy or sad? Why?, I went to the wedding for my friends wedding in the last week because he is vibrate to merit  He is a success in Barrett. I am very happy to see.,2.0,2.0,0.0,2.0,2.0,75.0,72131_t1_q10
23265,t1_q2,When is your birthday?, My birthday is on October 9th.,3.0,3.0,2.0,3.0,3.0,75.0,23265_t1_q2
22260,t1_q9,Tell me about an important decision you had to make., I think that's recently in the new postation. I prepared the two by-homes and make it look like better.,0.0,0.0,0.0,2.0,0.0,75.0,22260_t1_q9
23339,t1_q3,Tell me about your hobbies., I love playing games and basketball.,2.0,2.0,2.0,4.0,2.0,75.0,23339_t1_q3
22954,t1_q6,What did you do on your last holiday?, Weekly compliance,0.0,2.0,0.0,0.0,0.0,75.0,22954_t1_q6
74613,t1_q5,What type of food do you like and dislike?," I'm Italian and I like very much spaghetti and pasta, all type of pasta. I like to meet a lot of dish. I don't dislike nothing. I love all food. Maybe I dislike the fast food.",2.0,2.0,0.0,3.0,2.0,50.0,74613_t1_q5
71320,t1_q3,Tell me about your hobbies.," Well, in my free time I like to play soccer. I love sports. I like to go to movie too. I like to read some books. I'm reading a book in English now to practice my English.",2.0,2.0,0.0,3.0,2.0,50.0,71320_t1_q3
70304,t1_q5,What type of food do you like and dislike?, My most favorite food is caramelized and this like is Nanda. Pima.,0.0,0.0,3.0,1.0,0.0,50.0,70304_t1_q5
24906,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, I think different kinds of people have different differences. Generation people are smaller and they have less experience than my age people.  And the small people can have much less than 2.0,2.0,2.0,2.0,3.0,2.0,75.0,24906_t1_q14
